待售房屋,室,厅,卫,面积,面积单位,朝向,楼层,建筑年份,小区名称,区,镇,道路,标签,总价,总价单位,均价,均价单位
杨村街 楼龄新 商业配套齐全 环境优美 带电梯 中间好楼层,2室,2厅,1卫,83.54,㎡,南北,中层(共11层),2015年建造,五一阳光锦园,武清,杨村街,"团结路,近强国道","南北,满五年,绿化率高,",126,万,15083,元/㎡
全阳两室 中间楼层 采光视野好 业主急售 价可谈,2室,2厅,1卫,87.17,㎡,东,中层(共31层),2016年建造,亿城堂庭,红桥,咸阳北路街,光荣道113号,"东,近地铁,房东急售,随时可看,",195,万,22371,元/㎡
业主诚售~光明 中富力尚悦居 南向采光好 楼龄新 两居 满五,2室,2厅,1卫,81.31,㎡,南,低层(共32层),2016年建造,富力尚悦居,武清,杨村街,"雍和道,近与翠通路","南,满五年,",120,万,14759,元/㎡
复地湖滨广场 房龄新 刚需两居 高楼层视野无遮挡 交通便捷,2室,1厅,1卫,83,㎡,南,高层(共11层),2016年建造,复地湖滨广场,东丽,空港经济区,"中环东路,近东四道","南,满五年,",156,万,18796,元/㎡
高绿化率 大户型 装修交付 来电价格可议,3室,2厅,2卫,106,㎡,南北,,,大华·锦绣华城,北辰,瑞景街,辰柳路与新致道交汇口东南侧,"高绿化率,",130,万,12265,元/㎡
雍鑫红星华府 满二   大两房 楼龄新 正南朝向 带电梯,2室,2厅,0卫,88.27,㎡,南,低层(共11层),2016年建造,雍鑫红星华府,武清,杨村街,新安路,"南,满二年,",135,万,15294,元/㎡
旭辉三期精装两室 中间层 满五年 有车位 采光好 急售,2室,2厅,1卫,88.58,㎡,南,中层(共27层),2017年建造,旭辉御府,西青,中北,"卉康道,近海光路","南,满五年,绿化率高,",125,万,14112,元/㎡
宝翠花都探景园 临地铁 交通便捷 刚需两居 产权清晰,2室,1厅,1卫,87.15,㎡,南北,中层(共6层),2006年建造,宝翠花都探景园,北辰,瑞景街,龙泉道,"南北,满五年,近地铁,",136,万,15606,元/㎡
南北通透 客餐厅相连 大户型 装修交付 金地和悦府 考虑可私聊,2室,2厅,1卫,80,㎡,南北,,,金地和悦府,北辰,瑞景街,辰锦路与光荣道交口,"南北通透,玄关入户,私密性好,高绿化率,",130,万,16250,元/㎡
合适只售128.00万元 报价非常合适 着急出售,2室,2厅,1卫,86.38,㎡,南北,高层(共11层),2021年建造,新城悦隽央著,武清,杨村街,新安路,"南北,满二年,车位充足,",128,万,14819,元/㎡
杨村街 带电梯 满二 房龄新 南北通透 楼层好,2室,2厅,1卫,85,㎡,南北,中层(共18层),2016年建造,通泰香滨城,武清,杨村街,"富民道,近站北路","南北,满二年,户型方正,",148,万,17412,元/㎡
凤栖梧桐翠谷园 临地铁 商品住宅 正南朝向 带电梯 大两房,2室,1厅,1卫,90,㎡,南,高层(共30层),2020年建造,凤栖梧桐翠谷园,滨海新区,中新生态城,"华三路,近新一街","南,满二年,次新房,",146,万,16223,元/㎡
厨卫全明 客餐厅相连 小户型 低单价 中海国际公园城 考虑可私聊,3室,2厅,2卫,109,㎡,南北,,,中海国际公园城,津南,津南八里台,天嘉湖大道与唐津高速交口,"配套纯熟,低容积,",130,万,11927,元/㎡
保利 河雅颂(北区) 满五   刚需两居 电梯房 朝南,2室,2厅,1卫,83.87,㎡,南,低层(共31层),2010年建造,保利上河雅颂(北区),武清,杨村街,"振华西道,近泉保路","南,VIP房东直卖,满五年,",120,万,14308,元/㎡
尚园 购物方便 满二   带电梯 高楼层视野无遮挡 精装好房,2室,2厅,1卫,85,㎡,南,高层(共16层),2018年建造,尚园,武清,杨村街,富民道,"南,满二年,",117,万,13765,元/㎡
南北通透， 楼层好 。低密宜居 电梯房 刚需两居,2室,2厅,1卫,102.76,㎡,南北,中层(共16层),2013年建造,世茂茂悦府,武清,下朱庄街,广贤路,"南北,热门小区,配套成熟,价格优惠,",99,万,9635,元/㎡
贻成学府壹号 南开对面 新房未住 视野无遮挡 商超便利,2室,2厅,1卫,83,㎡,南北,高层(共28层),2020年建造,贻成学府壹号,滨海新区,中新生态城,中天大道,"南北,满二年,车位充足,多人关注,",120,万,14458,元/㎡
国企开发 卧室全朝南 户型方正 小户型 滨海核心区 春风海上 欢迎咨询,3室,2厅,2卫,95,㎡,南北,,,春风海上,塘沽,工农村街,海川路与华山道交口/东至海慈路，南至珍祥道，西至海川路，北至国祥道,"南北通透,厨卫全明,双卫生间,多轨交,",130,万,13685,元/㎡
枫丹天城 商圈成熟 带电梯 满五   小区新 朝南,2室,2厅,0卫,81.77,㎡,南,高层(共32层),2016年建造,枫丹天城,武清,杨村街,"雍阳西道,近翠源路","南,满五年,",120,万,14676,元/㎡
大两居 满五   楼龄新 中间楼层采光好 南向采光好 有电梯,2室,2厅,0卫,86.66,㎡,南,中层(共21层),2017年建造,远洋香奈,武清,杨村街,"翠通路,近强国道","南,满五年,",120,万,13848,元/㎡
枫丹天城 中间楼层 正南朝向 商业配套齐全 大两居 有电梯,2室,1厅,1卫,81.23,㎡,南,中层(共32层),2016年建造,枫丹天城,武清,杨村街,"雍阳西道,近翠源路","南,满五年,",118,万,14527,元/㎡
国企开发 客餐厅相连 大户型 中国铁建·花语澜廷 随时约看,2室,2厅,1卫,77,㎡,南,,,中国铁建·花语澜廷,津南,双港,国欣路和辛沽道交口西北侧,"低容积,",135,万,17533,元/㎡
十一中 经纬二期 三居双卫 中高楼层 采光好 满两年,3室,2厅,2卫,120.94,㎡,南,高层(共27层),2023年建造,经纬城市绿洲学知华庭,武清,杨村街,"雍和道,近新开路","南,满二年,车位充足,人气热搜,",125,万,10336,元/㎡
宸宜花园 商业配套成熟 电梯房 精装好房 高绿化 密度低,2室,1厅,1卫,78.42,㎡,南,中层(共11层),2012年建造,宸宜花园,北辰,普东街,姚江东路,"南,热门小区,近地铁,配套成熟,",99,万,12625,元/㎡
枫丹天城 近光明   精装 拎包入住 好楼层采光好 总价低,2室,2厅,1卫,75.37,㎡,南,中层(共32层),2016年建造,枫丹天城,武清,杨村街,"雍阳西道,近翠源路","南,满五年,",119.5,万,15856,元/㎡
杨村街 车位充足 正南朝向 小三居 正规商品房 次新小区,3室,2厅,1卫,99.96,㎡,南,高层(共24层),2022年建造,香雍玖和,武清,杨村街,"光明道,近新兴路","南,满二年,绿化率高,",127,万,12706,元/㎡
南北通透 私密性好 大户型 英才计划 保利和光尘樾 欢迎联系看房,2室,2厅,1卫,76,㎡,南北,,,保利和光尘樾(新房),西青,张家窝,才智道与学府东路交叉口西南侧,"南北通透,玄关入户,私密性好,高绿化率,",135,万,17764,元/㎡
新港街祥和家园双阳金角户型主卧带阳台看房有钥匙紧邻热卖 地铁,2室,2厅,1卫,100,㎡,东南,高层(共34层),2010年建造,世纪祥和家园(滨海),塘沽,新港街,春阳路,"东南,热门小区,南北通透,配套成熟,",127,万,12700,元/㎡
万科大2室 院景洋房3楼 自持物业 一梯两户,2室,2厅,1卫,97.65,㎡,南北,中层(共6层),2009年建造,万科假日风景,西青,中北,"中北大道,近星光路","南北,人气热搜,",145,万,14849,元/㎡
新城悦隽央著精装修130万通透两室次新房随时看房,2室,2厅,1卫,89.53,㎡,南北,低层(共6层),2022年建造,新城悦隽央著,武清,杨村街,新安路,"南北,满二年,车位充足,",130,万,14521,元/㎡
高绿化率 大户型 装修交付 无中介费随时看,2室,2厅,1卫,90,㎡,南北,,,双威悦馨苑(新房),滨海新区,中新生态城,中新大道管委会前行2公里处,"高绿化率,",135,万,15000,元/㎡
12中 17小 翠景园 南北通透 购物方便 中间楼层采光好,2室,2厅,1卫,90,㎡,南北,共5层,2010年建造,翠景园(武清),武清,杨村街,泉达路,"南北,满二年,",140,万,15556,元/㎡
   远洋香奈全阳精装两居 位置好近城际 随时看房,2室,2厅,1卫,85.22,㎡,南北,低层(共26层),2015年建造,远洋香奈,武清,杨村街,"翠通路,近强国道","南北,满二年,",140,万,16429,元/㎡
满五   南北通透 2室2厅 精装修 领包入住,2室,2厅,1卫,89.89,㎡,南北,中层(共28层),2010年建造,富力桃园天富园,津南,双港,微山南路,"南北,满五年,近地铁,",120,万,13350,元/㎡
三房朝南 动静分离 大户型 环城四区 未来城 无中介费随时看,2室,2厅,1卫,82,㎡,南,,,未来城,北辰,宜兴埠,宜白路地铁三号线（宜兴埠站）北侧未来城,"南北通透,玄关入户,私密性好,多轨交,",135,万,16464,元/㎡
近医院 临地铁 刚需两居 南北通透 交通便利 商业配套齐全,2室,1厅,1卫,85.46,㎡,南北,高层(共7层),1998年建造,金鹏里,北辰,北仓,高峰路,"南北,满五年,采光较好,",145,万,16968,元/㎡
旭辉燕南园 朝南 精装好房 带电梯 环境优美 满五 房龄新,3室,2厅,1卫,94.25,㎡,南,低层(共21层),2017年建造,旭辉燕南园,西青,精武,京华道21号,"南,满五年,绿化率高,",140,万,14855,元/㎡
中骏柏景湾 电梯房 交通便利 环境好 临地铁 小三居,3室,2厅,0卫,96.35,㎡,南,低层(共13层),2016年建造,中骏柏景湾,西青,精武,京华道,"南,有电梯,绿化率高,",145,万,15050,元/㎡
南北通透 主卧套房 大户型 低总价 融创宸阅和鸣 来电价格可议,2室,2厅,1卫,79,㎡,南北,,,融创宸阅和鸣(新房),北辰,天穆,朝阳路与顺义道交口（中环线以北1200米），西至新峰路，东至德辰路（规划路）,"南北通透,厨卫全明,动静分离,高绿化率,",135,万,17089,元/㎡
隆达新苑 刚需两居 南北通透 交通便捷 满五 近地铁,2室,1厅,1卫,91.16,㎡,南北,高层(共31层),2013年建造,隆达新苑,河北,江都路街,"增光道,近重光路","热门小区,南北通透,房东急售,",135,万,14810,元/㎡
仁恒滨河湾 近地铁 商圈成熟 满五 大两房 南向采光好,2室,1厅,1卫,88.87,㎡,南,中层(共30层),2016年建造,仁恒滨河湾,津南,海河教育园区,达文路3号,"南,满五年,近地铁,",135,万,15191,元/㎡
紫瑞园 砖楼1楼可搭小院  采光好 双阳户型 适合改善,2室,1厅,1卫,85.57,㎡,南北,低层(共6层),2006年建造,紫瑞园,北辰,瑞景街,丁字沽3号路,"南北,满五年,近地铁,",125,万,14608,元/㎡
南北通透 户型方正 大户型 低总价 泽信·云樾天著 考虑可私聊,3室,2厅,1卫,86,㎡,南北,,,泽信·云樾天著,东丽,华明镇,津汉公路北侧弘顺道与永和路交汇处,"南北通透,厨卫全明,客餐厅相连,低容积,",129,万,15000,元/㎡
华润中央公园香薇邸 低密度社区 高楼层视野好 临地铁 电梯房,3室,1厅,1卫,97,㎡,南,高层(共32层),2013年建造,华润中央公园香薇邸,津南,双港,微山南路,"南,满五年,近地铁,人气热搜,",120,万,12372,元/㎡
新上好房 二次装修 南北通透 满五  ,3室,2厅,1卫,108.22,㎡,南北,低层(共8层),2023年建造,新城樾府,滨海新区,中新生态城,"静湖南路,近中生大道","南北,新上小区,价格优惠,随时可看,",155,万,14323,元/㎡
旭辉燕南园 小三房 装修好 双卫 小区新 带电梯,3室,2厅,2卫,95.9,㎡,南,低层(共11层),2017年建造,旭辉燕南园,西青,精武,京华道21号,"南,满五年,绿化率高,",140,万,14599,元/㎡
 后一套   枫丹天城中间楼层精装三居室 步行光明中小,3室,2厅,1卫,96,㎡,南,中层(共18层),2016年建造,枫丹天城,武清,杨村街,"雍阳西道,近翠源路","南,满五年,",155,万,16146,元/㎡
南北通透 客餐厅相连 大户型 改善置业 万科·翡翠大道 欢迎咨询,3室,2厅,1卫,89,㎡,南北,,,万科·翡翠大道,西青,张家窝,宾水西道延长线南，地铁三号线杨伍庄站旁,"轨交房,高绿化率,",136,万,15281,元/㎡
远洋未来城冬博苑 次新房 满二   朝南 临地铁 带电梯,2室,1厅,1卫,84.6,㎡,南,低层(共14层),2022年建造,远洋未来城冬博苑,北辰,普东街,宜白路,"南,满二年,近地铁,次新房,",135,万,15958,元/㎡
交通便利 楼层好 满五 有电梯 南北通透 临地铁,2室,2厅,1卫,89.9,㎡,南北,中层(共14层),2008年建造,远洋新干线,东丽,空港经济区,"流霞路,近东六道","南北,满五年,",143,万,15907,元/㎡
春秀园 两室婚房 南北通透户型金角 装修好,2室,2厅,1卫,84.33,㎡,南北,中层(共11层),2015年建造,春秀园,东丽,张贵庄街,外环东路,"南北,近地铁,",131,万,15535,元/㎡
国企开发 南北通透 客餐厅相连 大户型 装修交付 宜禾南湾 欢迎联系看房,3室,2厅,1卫,95,㎡,南北,,,宜禾南湾,滨海新区,中新生态城,海文道与永盛路交口,"南北通透,厨卫全明,客餐厅相连,低容积,",137.8,万,14500,元/㎡
南北通透2居室 地采暖 西边户 满5年无个税,2室,2厅,2卫,90.67,㎡,南北,低层(共18层),2010年建造,清枫园,西青,中北,卉锦道,"南北,",138,万,15221,元/㎡
中新生态城 大两居 近地铁 次新小区 带电梯 朝南 交通便利,2室,2厅,1卫,83,㎡,南,低层(共18层),2023年建造,和溪园,滨海新区,中新生态城,"和意路,近218省道","南,满二年,次新房,",135,万,16266,元/㎡
天穆 医疗配套成熟 刚需小三居 次新小区 电梯房 商品住宅,3室,1厅,1卫,97.74,㎡,南北,低层(共28层),2021年建造,雍祥府,北辰,天穆,"龙门东道,近高峰路","南北,热门小区,房东急售,随时可看,",139,万,14222,元/㎡
南北通透 户型方正 大户型 高性价比 金地万悦城 欢迎联系看房,3室,2厅,2卫,94,㎡,南北,,,金地万悦城,东丽,大毕庄镇,金钟街道大毕庄地铁站C口东行400米,"南北通透,厨卫全明,主卧套房,轨交房,",138,万,14681,元/㎡
价格好商量 经纬城市绿洲学知华庭  刚需两居 采光好 十一中,2室,1厅,1卫,86,㎡,南北,高层(共34层),2022年建造,经纬城市绿洲学知华庭,武清,杨村街,"雍和道,近新开路","南北,满二年,车位充足,",89,万,10349,元/㎡
100平花园  豪华精装 房龄新 大两房 南北通透 满二,2室,1厅,1卫,98.85,㎡,南北,低层(共7层),2015年建造,花样年锦上花,武清,下朱庄街,天和路,"南北,满二年,",115,万,11634,元/㎡
新上 精装修一天没有住过 特别特别新   出售！,2室,2厅,1卫,86.47,㎡,南北,低层(共7层),2018年建造,中建幸福城,塘沽,北塘街,塘汉路,"南北通透,优势户型,公摊小,",83,万,9599,元/㎡
宸和园 近地铁 刚需两居 小区新 交通便利,2室,2厅,1卫,89,㎡,南北,低层(共33层),2017年建造,宸和园,滨海新区,中新生态城,"华三路,近中天大道","南北,满二年,",143,万,16068,元/㎡
国企开发 轨交房 高绿化率 动静分离 自持物业 来电咨询,2室,2厅,1卫,84,㎡,南北,,,中国铁建·花语尚东,东丽,金钟街,地铁6号线大毕庄站C出口旁,"轨交房,高绿化率,",126,万,15000,元/㎡
仁恒滨河湾 精装修 交通便捷 高楼层视野好 电梯房 小区新,2室,2厅,1卫,85.5,㎡,南,高层(共30层),2016年建造,仁恒滨河湾,津南,海河教育园区,达文路3号,"南,满五年,近地铁,",138,万,16141,元/㎡
春和仁居 交通便捷 高楼层视野好 电梯房 商业配套齐全,2室,1厅,1卫,81.27,㎡,南北,高层(共18层),2008年建造,春和仁居,河北,建昌道街,"建昌道,近群芳路","南北,满五年,近地铁,户型方正,",130,万,15997,元/㎡
大沽街 满二 正南朝向 商圈成熟 房龄新 高楼层视野无遮挡,2室,2厅,1卫,87.11,㎡,南,高层(共24层),2018年建造,碧桂园天誉,塘沽,大沽街,安阳道,"南,满二年,",116,万,13317,元/㎡
南北通透 玄关入户 大户型 低单价 品致臻熙 考虑可私聊,3室,2厅,2卫,98,㎡,南北,,,品致臻熙(新房),滨海新区,中新生态城,云溪道与兰溪道交口,"南北通透,厨卫全明,主卧套房,轨交房,",126,万,12858,元/㎡
急售 远洋新干线 精装通透2居 随时办手续 明厨明卫 钥匙房,2室,2厅,1卫,88.8,㎡,南北,低层(共6层),2013年建造,远洋新干线,东丽,空港经济区,"流霞路,近东六道","南北,满五年,采光较好,",137,万,15428,元/㎡
新城悦隽风华滨斓苑 南北通透 刚需小三居 精装好房 次新房,3室,1厅,1卫,93,㎡,南北,低层(共15层),2021年建造,新城悦隽风华滨斓苑,北辰,大张庄镇,233国道,"新上小区,南北通透,价格优惠,",70,万,7527,元/㎡
天穆 高楼层视野无遮挡 满二   医疗配套成熟 次新小区,2室,2厅,1卫,82.43,㎡,南北,高层(共16层),2022年建造,金隅金成府,北辰,天穆,文庆道,"南北,满二年,车位充足,采光较好,",150,万,18198,元/㎡
双港 2室1厅 88.0平米 有钥匙 南北通透,2室,1厅,1卫,88,㎡,南北,低层(共18层),2009年建造,红磡领世郡常春藤,津南,双港,领世环路,"南北,有电梯,近地铁,",138,万,15682,元/㎡
